appid,name,release_date,promo_price,normal_price
2546150,Entities,"24 Oct, 2024","7,79€",
1918970,Eresys,"18 Dec, 2023","8,79€",
1028090,Eruption 爆发,"10 Jun, 2021","4,99€",
850450,Escape First,"10 May, 2018","5,89€",
1094060,Escape First 2,"20 Jun, 2019","5,89€",
1258460,Escape First 3,"21 Mar, 2020","6,89€",
1278720,Escape from Durka,Coming soon,,
1223230,Escape From Russia,Coming soon,,
1301720,Escape Room - Der kranke Kollege,"5 Sep, 2020",Free,
1177660,Escape the Ayuwoki,"26 Nov, 2019","10,79€",
1943950,Escape the Backrooms,"11 Aug, 2022","8,19€",
2638240,Escape to the Italian brainrot,"9 May, 2025","3,99€",
3252550,Escaping Diddler,"4 Nov, 2024","4,99€",
1755680,Everything Is For Humanity,"25 Jun, 2022","14,79€",
2672260,Evil Corporation,"31 Aug, 2024","9,75€",
2265730,Evil Evo,To be announced,,
2619640,Evil Hunt - Evil never sleeps,"1 Jul, 2024","12,79€",
1243880,Evil Inside,"25 Mar, 2021","3,24€",
1485870,Evil Inside - Prologue,"4 Mar, 2021",Free,
620700,EVIL POSSESSION,"17 May, 2017",Free,
611350,Evil Tag,"7 Apr, 2017","0,99€",
2601030,Exanimum: The Silent Call,"11 Mar, 2024","3,99€",
3333740,Exit Together,"29 May, 2025","7,79€",
2487140,Exorcist Simulator,"3 May, 2025","6,33€",
2813510,Exorkízein,2025,,
21090,F.E.A.R.,"21 May, 2010","8,99€",
16450,F.E.A.R. 2: Project Origin,"12 Feb, 2009","14,99€",
1547090,Fantasma,"12 Nov, 2021","6,59€",
2079710,Fantôme,"18 Jan, 2024","6,89€",
2548050,Fast & Blast,"14 Oct, 2023",Free,
2916430,Fast Food Simulator,"10 Dec, 2024","10,35€",
"16450,21100,16465,21090,21120,21110",FEAR Complete Pack,"12 Jul, 2012","54,99€",
2278360,Fear Followers,Coming soon,,
3312250,FEAR OF FAITH,To be announced,,
764920,Fear the Night - 恐惧之夜,"17 Jul, 2019","12,49€",
2988160,Fear The Reaper,To be announced,,
1815130,FEAR THEM,To be announced,,
1695840,Fear Therapy,"24 Dec, 2021","3,99€",
1633010,FearBound,"24 Mar, 2022","3,99€",
1671340,Fears to Fathom - Home Alone,"2 Jul, 2021",Free,
2961530,Fears to Fathom - Woodbury Getaway,"12 Sep, 2024","9,75€",
2358230,FERB,"31 Mar, 2023","4,99€",
1160330,Fight of Animals,"19 Dec, 2019","8,19€",
2898650,Fish Hero,"2 Aug, 2024","2,99€",
3672980,Fishing Nightmares,"20 Aug, 2025",,
1147750,Fishy,"20 Sep, 2019",Free,
1453280,MEIRIN IN FISTS OF FIRE,"3 Dec, 2020","3,99€",
201510,FlatOut 3: Chaos & Destruction,"13 Dec, 2011","7,99€",
"2990,6220,12360,201510",Flatout Complete Pack,"13 Dec, 2011","7,99€",
2290500,Flee the Backrooms,"11 Jul, 2024","3,59€",
2093550,Flock of the Low God,"27 Jul, 2023","9,75€",
3617250,Floor 8,Coming soon,,
655790,Fly Simulator,"16 Jul, 2017","2,99€",
696220,Folklore Hunter,"24 Feb, 2020","9,99€",
2662190,Follow The Rules,Q4 2025,,
2901570,Footage,"29 Nov, 2024","4,99€",
1562420,FOREWARNED,"25 Apr, 2024","10,79€",
1785120,Forsake: Urban horror,"31 Mar, 2023","9,99€",
3184710,Forsaken Facilities,"14 Feb, 2025","0,59€",
2810780,Forsaken Frontiers,"26 May, 2025","14,79€",
2021910,FPS Chess,"16 Jul, 2022",Free,
2707940,FPV Kamikaze Drone,"15 Dec, 2023","3,99€",
1334110,FREAKOUT,"2 Dec, 2022","3,99€",
2103020,Frightened,"30 Apr, 2023","4,99€",
1502010,Friki,"23 Feb, 2022","8,19€",
3424820,Frisson DT,"28 Feb, 2025","12,82€",
1764660,FROM FEAR,"25 Oct, 2023","10,79€",
1517340,From The Darkness,"30 Mar, 2021","5,69€",
2006330,Fungiman,"30 Jun, 2022",Free,
2689230,FURRY BACKROOMS,"25 Mar, 2024","2,99€",
3093750,Gamble Lair,Coming soon,,
1712050,Gehinnom,"3 Oct, 2023","8,19€",
1065260,GENSOU Skydrift,"11 Dec, 2019","21,99€",
1807080,Ghost Exile,"7 Jan, 2022","12,49€",
2641930,Ghost Hunters,"29 Feb, 2024","1,99€",
2772990,Ghost Janitors,"7 Jun, 2024","8,56€",
2645490,Ghostbane,"7 Oct, 2024","4,49€",
2962750,Ghostbane: Prologue,"2 Aug, 2024",Free,
2334450,GhostCatcher,"18 Jan, 2025","8,79€",
1583090,GIRL.EXE,To be announced,,
2158220,Glitched? or Programmed that Way?,Coming soon,,
270830,Global ATC Simulator,"10 Nov, 2014","29,99€",
1664810,Gluua,"29 Feb, 2024","9,75€",
2125150,GodMod,To be announced,,
2006730,Godumas,"29 Jul, 2022",Free,
1086410,Golf Around!,"4 Dec, 2020","9,75€",
2308650,Golgotha,"21 Feb, 2023",Free,
3030820,Goo Go,"18 Jun, 2024","0,99€",
1456000,Goodbye Dr. Sanchez,"20 Jun, 2023","4,99€",
3196390,Gorecam,2025,,
1533390,Gorilla Tag,"1 Jan, 2023","19,50€",
3770310,Graduation Game,"16 Jun, 2025","5,45€",
962400,Granny,"20 Nov, 2018","3,99€",
3070520,Granny: Escape Together,"6 Dec, 2024","6,82€",
1899700,Graphwar,"23 Feb, 2022",Free,
